PC1,PC2,PC3,PC4,PC5
0.17642673455520613,0.660474651684403,4.391387591460994,-1.315227254389833,-1.1172946887275919
-0.7091408307887352,0.27217715706393314,0.508337294857536,0.09145672749290938,0.7080236376751043
0.4913080768362121,1.739657454670132,-0.25627193039381096,0.736708656154573,0.8508779646142682
-0.6675533297260183,0.15440926911123534,0.5099856248675,0.06843258413801674,0.5089178601459237
1.1286310368268184,2.4848388125421312,-0.07626773918657799,0.7929417218297147,0.8185451786057412
3.5255139761250556,4.632229404461213,-0.9272357082972488,1.4400201626408071,0.3302280195895561
7.631731021870049,9.44096633031709,-4.25626826438764,3.9885901684749787,0.5182989724012881
5.4267705450586465,7.16780545419303,-2.884995310540477,2.9453148248010286,0.7447750650390623
2.0261205999813674,3.717809595756583,-0.7591063960578539,1.2690340919612875,1.2710794955201683
-1.217877517043821,-0.37956107638637354,-0.9350780149733561,0.5378433655861228,1.126992535579422
7.073573893258438,11.105039345708672,-4.769481864032055,5.517297520040833,2.213616067411435
4.144062439457582,5.366864044206718,-1.2086439746651936,1.6882576753538594,0.40395791684121274
4.146293267467085,5.6615857321336245,-1.3438090098417184,1.7704940935778473,0.8653511645101789
1.0732252537181506,2.708320650290483,-0.5135191421134423,0.9925162804102287,1.3458856539078452
-0.5316094237165325,0.43443060728136945,1.0844887902907006,-0.10481245172576452,0.515640609494209
-0.16549667514006317,0.8500074029623625,1.01086092625137,-0.04229823827568874,0.5954227518321347
0.8193089247512122,2.032167577004181,0.8993457684402285,0.23385125824105532,0.6310281313076245
0.46430254746735655,1.5881477587545614,1.1750744784288059,0.02555834921222667,0.5695471560915298
0.2500610302499027,1.3542085397173227,1.17678417097812,-0.04469569113288743,0.6401351209724955
0.8033204592108859,2.0949452567632365,1.281802099999377,0.07217491866060104,0.6897469679396152
1.7754930961081479,3.8530494539009266,1.2594425569549654,0.3430644030323726,1.5925358316412188
-0.09569804785092656,0.9196322941194003,0.49654194708749155,0.26368503211634936,0.5450836946401469
1.3725456035766366,2.523813289363635,-0.42581220202531156,0.8597609646165024,0.727004254603467
-0.2707565917270958,0.8991447409528809,0.49734251112251276,0.17621462662528187,0.9219641573730253
0.005231054317733245,1.4873652526783088,0.9372958919136782,0.1102775893704968,1.1536770797437443
-0.12467839911589762,1.0664183366509732,0.8015012110138479,0.08934055996133354,0.8432753933737696
-0.09375149568238668,1.0489897582778636,0.8359056675027589,0.061328911895768196,0.784967512082751
0.22899169177767298,1.1252983949668074,1.4740577371909411,-0.14497269953974554,0.3314723507256502
0.7878554253463158,1.6415118044890742,1.3905169261565056,-0.0795621726313177,0.5290330848050014
1.533868750640661,2.267309711260439,2.518191001416246,-0.36439417656047274,-0.21357098512072076
2.8380388951033635,3.7213022509221383,2.786854022495427,-0.18489823898465163,-0.0533198490987682
4.833590364913751,5.289010632322191,1.6389650365799735,0.48301568836365116,0.33397935885162205
5.125525709759273,5.279414958311464,1.4737818251617933,0.7454882849191072,0.6035901498281679
2.634884750526507,2.7195495288234017,0.8673563725088428,0.3879129199367514,0.48085646650401337
-0.18391885242370684,0.43053099295672803,0.9507245400575678,-0.09904798217135227,0.42644242428630713
-0.19160533390717516,0.8033948390429662,1.205858132449324,-0.10795790714213246,0.28150641834299006
0.5768930795373592,1.7968870595549304,1.7645703263677677,-0.21348867647712785,0.8826669345302043
1.2871337976240809,2.6383438314043004,1.010342989893265,0.20106397539224674,1.359172856831515
0.784774152890804,1.9637658746117463,0.8673635823762378,0.20659632907747083,0.8201591399648792
0.47867199827419005,1.1746659079208985,0.8091781792989811,0.05818633167813861,1.2601552080341034
-0.029386608072259013,0.5694488630108028,1.486250314214108,-0.26758364962010167,0.7868922899466197
0.6824885869208817,2.2089090141180696,1.3016271132182793,0.09629199060477447,0.9613283308440755
1.280316577222294,2.7811428812719097,0.059253312738628924,0.6411793462233722,1.1460591108124965
2.385442744866839,3.4593759155926542,0.31477747824508273,0.5807805355492964,1.3620025259236175
4.601720360100196,5.293400714264934,-0.38307822612229314,1.1894226903645464,2.318860653918605
1.736262311023155,2.778974933689252,0.19072358998201827,0.5683772763596759,1.6041483260676976
1.9067286192458028,3.2811736721003806,-0.1047273430137058,0.811420037847613,1.6707330573971952
1.0407487360941894,2.4307682742662777,0.16700207896404973,0.6194564814338994,1.2377725235227814
1.200943362026819,1.9870810978833247,0.09692028316623418,0.512051833046934,1.027938297275265
1.6077202905847092,2.9692205348689074,0.41698910413334994,0.49689754248944,1.887932401748058
3.892069462535138,5.194209212652052,-0.07798688077605592,1.1082057237442244,2.171169198121239
6.481100126928249,6.365090831644479,-1.6364580762153267,1.8914293656476164,2.600303415402234
4.494493376875205,4.844024218891565,-1.210289557648892,1.4439756068726393,1.264312224090561
7.952042306707818,7.807553097876687,-2.211574790783497,2.367924873342302,2.375137577246306
1.5182990713811613,2.2656494470328585,0.45935478284639997,0.3555164096559553,1.3722728016474088
-0.5331761666113045,0.7884229090431357,1.8440827527193595,-0.252243180050164,0.2868064051156228
-2.613449325357078e-06,-6.66190576500681e-06,1.1071315131438036e-06,-3.1683108029825385e-06,-1.7164813146887612e-06
-2.613449325357078e-06,-6.66190576500681e-06,1.1071315131438036e-06,-3.1683108029825385e-06,-1.7164813146887612e-06
-2.613449325357078e-06,-6.66190576500681e-06,1.1071315131438036e-06,-3.1683108029825385e-06,-1.7164813146887612e-06
-0.48800767974399645,0.6344473684788294,0.25920346825334944,0.25053519926966683,0.7566865801346101
-0.01960421846457303,1.1221729394036544,0.18753615202461685,0.3814468341048359,0.6654624675450241
0.9618031363581828,1.6827922965364148,0.22504133007206029,0.3855022950746941,0.801396371537579
