Datetime,Mean,Std,Min,Max
2017-01-04,212.04111528352215,38.8884871564645,103.15391660306668,286.7056407409977
2017-01-05,213.4042105216174,37.63173099376054,103.15391660306668,286.7056407409977
2017-01-06,214.78708089198776,36.256769626229776,103.15391660306668,286.7056407409977
2017-01-07,215.8153450146963,34.69853160588296,103.15391660306668,286.7056407409977
2017-01-08,216.99260308418604,32.56499270562312,120.48211938296444,286.7056407409977
2017-01-09,218.1240278113485,30.900602278311574,133.26923076923077,286.7056407409977
2017-01-10,218.80485534062677,29.950172221305362,133.26923076923077,286.7056407409977
2017-01-11,219.38683258040953,28.797273556140794,133.26923076923077,286.7056407409977
2017-01-12,220.1571744607514,27.359104195331696,154.08495108582528,286.7056407409977
2017-01-13,220.8205631453494,26.530727675005767,154.08495108582528,286.7056407409977
2017-01-14,221.2845410171781,25.994137741049038,154.08495108582528,286.7056407409977
2017-01-15,221.93066045573772,25.214947042242926,154.08495108582528,286.7056407409977
2017-01-16,222.65816141919038,24.484198337964592,154.08495108582528,286.7056407409977
2017-01-17,223.18046044632817,24.128892954198072,154.08495108582528,286.7056407409977
2017-01-18,223.82009936840433,23.417786915544983,154.08495108582528,286.7056407409977
2017-01-19,224.08702146291265,23.217811056056426,154.08495108582528,286.7056407409977
2017-01-20,224.4098254929964,22.6342987932948,154.08495108582528,286.7056407409977
2017-01-21,224.62720525112732,22.217653014254427,154.08495108582528,286.7056407409977
2017-01-22,224.88069523796187,21.72882200890605,154.08495108582528,286.7056407409977
2017-01-23,225.30729987610613,20.674589834981756,175.4297786720322,286.7056407409977
2017-01-24,225.82295466505485,19.983806416151584,185.72413793103448,286.7056407409977
2017-01-25,226.1674356071448,19.721634883299817,185.72413793103448,286.7056407409977
2017-01-26,226.30521130979372,19.557139550208007,185.72413793103448,286.7056407409977
2017-01-27,225.22944024010698,21.62969308954566,138.12369933889048,286.7056407409977
2017-01-28,224.32491349113576,23.29180816079611,138.12369933889048,286.7056407409977
2017-01-29,223.45167867996992,24.609361888397565,138.12369933889048,286.7056407409977
2017-01-30,223.27444653711277,24.75455017883546,138.12369933889048,286.7056407409977
2017-01-31,223.3829650556313,24.691467310661867,138.12369933889048,286.7056407409977
2017-02-01,223.42433901023105,24.644261584007292,138.12369933889048,286.7056407409977
2017-02-02,223.67237316995394,24.371387018233694,138.12369933889048,286.7056407409977
2017-02-03,223.62393283445434,24.381304193029624,138.12369933889048,286.7056407409977
2017-02-04,223.378113683093,24.37085047876627,138.12369933889048,286.7056407409977
2017-02-05,222.83083672633325,24.322430245472944,138.12369933889048,286.7056407409977
2017-02-06,222.72602191151847,24.354925475999092,138.12369933889048,286.7056407409977
2017-02-07,222.18770206652255,24.467891616316948,138.12369933889048,286.7056407409977
2017-02-08,221.50815302624918,24.550513222544662,138.12369933889048,286.7056407409977
2017-02-09,220.62788153793133,23.743304130110904,138.12369933889048,286.7056407409977
2017-02-10,220.07338162678352,23.755909479555417,138.12369933889048,286.7056407409977
2017-02-11,219.6560597324546,24.040260595732153,138.12369933889048,286.7056407409977
2017-02-12,219.1299636230345,24.245997062158956,138.12369933889048,286.7056407409977
2017-02-13,218.87490576631572,24.342921355065027,138.12369933889048,286.7056407409977
2017-02-14,218.47975930021752,24.356762897970015,138.12369933889048,286.7056407409977
2017-02-15,218.1888198859542,24.313560592126926,138.12369933889048,286.7056407409977
2017-02-16,218.07973232354266,24.365877132942195,138.12369933889048,286.7056407409977
2017-02-17,217.77809001759974,24.325192305565288,138.12369933889048,286.7056407409977
2017-02-18,217.45112029804784,24.352796153330868,138.12369933889048,286.7056407409977
2017-02-19,217.25650766498447,24.46197022244116,138.12369933889048,286.7056407409977
2017-02-20,216.79973661895525,24.698133601613318,138.12369933889048,286.7056407409977
2017-02-21,216.1326766299224,25.52650906873155,138.12369933889048,286.7056407409977
2017-02-22,215.3508235960101,26.139394200582693,138.12369933889048,286.7056407409977
2017-02-23,214.56414594691023,27.41130098590834,136.74739867778098,286.7056407409977
2017-02-24,214.00178900100192,28.33195003093494,136.74739867778098,286.7056407409977
2017-02-25,212.86644263710426,29.34388093105298,136.74739867778098,286.7056407409977
2017-02-26,212.3156760837612,29.840963810788665,136.74739867778098,286.7056407409977
2017-02-27,211.33977054869897,29.954766896919743,136.74739867778098,286.7056407409977
2017-02-28,210.52073392644564,29.915334058988282,136.74739867778098,286.7056407409977
2017-03-01,209.94610916473317,29.923585661407884,136.74739867778098,286.7056407409977
2017-03-02,209.26413894436675,30.110823872003277,136.74739867778098,286.7056407409977
2017-03-03,208.4083788840046,30.89146405088163,136.74739867778098,286.7056407409977
2017-03-04,207.7008619680683,31.703127910358255,136.74739867778098,286.7056407409977
2017-03-05,206.81949996089986,32.36864311602938,136.74739867778098,286.7056407409977
2017-03-06,205.8170694053443,32.988738379105214,136.74739867778098,286.7056407409977
2017-03-07,205.00565483951794,33.28843063229563,136.74739867778098,286.7056407409977
2017-03-08,203.91689765560994,33.65840892964373,136.74739867778098,286.7056407409977
2017-03-09,202.94002265560994,34.216924769926216,136.74739867778098,286.7056407409977
2017-03-10,201.71649167270394,35.05375808963977,123.84375,286.7056407409977
2017-03-11,200.42533703880736,36.44403805540794,104.90322580645162,286.7056407409977
2017-03-12,199.44675118022153,37.13014831350775,104.90322580645162,286.7056407409977
2017-03-13,198.9411825714362,37.44474171024322,104.90322580645162,286.7056407409977
2017-03-14,198.06708214570378,37.98439663297608,104.90322580645162,286.7056407409977
2017-03-15,197.39348905069403,38.35281912239616,104.90322580645162,286.7056407409977
2017-03-16,196.55672808986733,38.70544889083459,104.90322580645162,286.7056407409977
2017-03-17,195.5870526465263,38.8515131142408,104.90322580645162,286.7056407409977
2017-03-18,194.71153586431743,39.05919920311955,104.90322580645162,286.7056407409977
2017-03-19,193.69493325261544,39.27867728187961,104.90322580645162,286.7056407409977
2017-03-20,192.87237958412908,39.39077541203439,104.90322580645162,286.7056407409977
2017-03-21,191.99957657560168,39.52297252903958,104.90322580645162,286.7056407409977
2017-03-22,191.32922666952743,39.28444626184454,104.90322580645162,286.7056407409977
2017-03-23,190.27139266964335,38.235095256511734,104.90322580645162,286.7056407409977
2017-03-24,188.99261280270224,36.87397428846685,104.90322580645162,269.46426143065287
2017-03-25,187.8305677943152,35.94574540526185,104.90322580645162,255.74074074074073
2017-03-26,186.71774142564715,35.88177836011989,104.90322580645162,255.74074074074073
2017-03-27,185.5333222270626,35.63885141043159,104.90322580645162,255.74074074074073
2017-03-28,184.7167717306686,35.0866509530569,104.90322580645162,255.74074074074073
2017-03-29,183.70786976730108,34.54315243205224,104.90322580645162,255.74074074074073
2017-03-30,182.46814557101973,33.92555496393853,104.90322580645162,241.39285714285714
2017-03-31,181.4615109018939,33.49891387122343,104.90322580645162,240.0
2017-04-01,180.4193808270149,33.120165747265716,104.90322580645162,240.0
2017-04-02,179.432830195591,33.184840376632216,104.90322580645162,240.0
2017-04-03,178.40226115169804,32.92188053134634,104.90322580645162,240.0
2017-04-04,177.3784481742163,32.707442328591014,104.90322580645162,240.0
2017-04-05,175.92498155752264,32.83656945974873,104.90322580645162,240.0
2017-04-06,174.60413377239922,32.62038054630411,104.90322580645162,230.34878604963112
2017-04-07,174.21033360514053,32.42103774882643,104.90322580645162,230.34878604963112
2017-04-08,173.88430133746039,32.21303737187942,104.90322580645162,230.34878604963112
2017-04-09,173.19571456033984,31.82629463088932,104.90322580645162,230.34878604963112
2017-04-10,172.5010444656979,31.76019784575997,104.90322580645162,230.34878604963112
2017-04-11,172.13512394939778,31.772342330064696,104.90322580645162,230.34878604963112
2017-04-12,171.6333137996102,31.642159159502363,104.90322580645162,230.34878604963112
2017-04-13,171.2081283023904,31.27979210573942,104.90322580645162,230.34878604963112
2017-04-14,170.62332482507696,31.001302839411707,104.90322580645162,230.34878604963112
2017-04-15,169.8851344858851,30.59714020212401,104.90322580645162,230.34878604963112
2017-04-16,168.98022446007366,29.987075911146096,104.90322580645162,230.07142857142858
2017-04-17,168.10325288149826,29.32724684586986,104.90322580645162,226.55555555555554
2017-04-18,167.39031506755887,28.672947073407194,104.90322580645162,226.55555555555554
2017-04-19,166.72533527501048,28.159245216739574,104.90322580645162,226.55555555555554
2017-04-20,166.07811702296948,28.106515491867597,104.90322580645162,226.55555555555554
2017-04-21,165.4780139578899,28.127833976226945,104.90322580645162,226.55555555555554
2017-04-22,164.92341000329816,28.045952660089608,104.90322580645162,226.55555555555554
2017-04-23,164.29991072709797,28.05021833983853,104.90322580645162,226.55555555555554
2017-04-24,163.33247413622655,27.54029026834765,104.90322580645162,226.55555555555554
2017-04-25,162.33687892918184,26.839761409846197,104.90322580645162,216.53322694789426
2017-04-26,161.66950197883506,26.403388497694447,104.90322580645162,216.53322694789426
2017-04-27,161.82207267284036,26.30529225618904,104.90322580645162,216.53322694789426
2017-04-28,161.89663866964423,26.261557353318697,104.90322580645162,216.53322694789426
2017-04-29,162.00506491338118,26.22723848851277,104.90322580645162,216.53322694789426
2017-04-30,161.36487488431789,26.10602504061772,104.90322580645162,216.53322694789426
2017-05-01,160.40079795359776,25.73996098799044,104.90322580645162,216.53322694789426
2017-05-02,159.851662740201,25.466768951610213,104.90322580645162,216.53322694789426
2017-05-03,159.20126643619267,24.964592501605193,104.90322580645162,216.53322694789426
2017-05-04,158.54736717857804,24.205213295594522,104.90322580645162,213.46426143065287
2017-05-05,158.0708423916228,23.524510266142578,104.90322580645162,210.6
2017-05-06,157.6740471185599,23.096256750191433,104.90322580645162,210.6
2017-05-07,157.14541577494265,22.405408124735345,104.90322580645162,208.81545271629778
2017-05-08,156.68656311482238,22.079925557239413,104.90322580645162,208.81545271629778
2017-05-09,156.23795668994836,21.8388023384504,104.90322580645162,208.81545271629778
2017-05-10,155.4515749021763,21.392904221555185,104.90322580645162,208.81545271629778
2017-05-11,155.0071326232303,20.976344166694567,104.90322580645162,208.81545271629778
2017-05-12,154.87817388582084,20.82512082361939,104.90322580645162,208.81545271629778
2017-05-13,154.72699205408972,20.6424323748294,104.90322580645162,208.81545271629778
2017-05-14,154.34618569775245,20.137755662443592,104.90322580645162,208.81545271629778
2017-05-15,153.8534242457538,19.540520438843007,104.90322580645162,208.81545271629778
2017-05-16,153.34711895723257,18.67143602318279,104.90322580645162,207.60219246513563
2017-05-17,152.53064818464912,18.13294421384302,104.90322580645162,207.60219246513563
2017-05-18,151.68569806019266,17.290090653106,104.90322580645162,200.86902153662717
2017-05-19,151.08949964453709,16.481291849898057,104.90322580645162,195.0562915957282
2017-05-20,150.6784810125325,15.820518777286177,104.90322580645162,183.95043811254624
2017-05-21,150.45591842311546,15.485162831386237,104.90322580645162,183.95043811254624
2017-05-22,150.2781331518169,15.517145568523489,104.90322580645162,183.95043811254624
2017-05-23,150.14906341184866,15.479151381590865,104.90322580645162,183.95043811254624
2017-05-24,150.33040823564153,15.41585558786131,104.90322580645162,183.95043811254624
2017-05-25,150.34109565823707,15.41164843420596,104.90322580645162,183.95043811254624
2017-05-26,150.50556000329496,15.345718447152203,104.90322580645162,183.95043811254624
2017-05-27,150.2319636451624,15.36887389832319,104.90322580645162,183.95043811254624
2017-05-28,149.65425209189215,15.799075145377103,104.90322580645162,183.95043811254624
2017-05-29,148.81912252469348,16.39293575309105,100.33716416143922,183.95043811254624
2017-05-30,148.07457072438834,16.30087540357385,100.33716416143922,181.2195171026157
2017-05-31,147.35822252508237,16.704080064308243,100.33716416143922,181.2195171026157
2017-06-01,147.1785482652376,16.839940586036196,100.33716416143922,181.2195171026157
2017-06-02,147.21815645308521,16.82874626367954,100.33716416143922,181.2195171026157
2017-06-03,147.1640021525308,16.848099119352515,100.33716416143922,181.2195171026157
2017-06-04,147.1804258015679,16.842958187607064,100.33716416143922,181.2195171026157
2017-06-05,146.87221406992688,16.918689437191162,100.33716416143922,181.2195171026157
2017-06-06,146.85684872847878,16.92175403675564,100.33716416143922,181.2195171026157
2017-06-07,146.64801132540538,17.118652289547704,100.33716416143922,181.2195171026157
2017-06-08,146.3756088909574,17.671728852963263,99.32753089968381,181.2195171026157
2017-06-09,146.43681293241045,17.535493717745084,99.32753089968381,181.2195171026157
2017-06-10,146.17555383431664,17.947520422164914,99.32753089968381,181.2195171026157
2017-06-11,145.67728979642828,18.359675382169915,99.32753089968381,181.2195171026157
2017-06-12,145.3972541251554,18.69584982110471,99.32753089968381,181.2195171026157
2017-06-13,145.09233319775905,18.895860914893575,99.32753089968381,181.2195171026157
2017-06-14,144.83467560548175,19.07828761825889,99.32753089968381,181.2195171026157
2017-06-15,144.86651603876243,19.083758889666154,99.32753089968381,181.2195171026157
2017-06-16,144.549752347051,19.28993440234003,99.32753089968381,181.2195171026157
2017-06-17,144.29527065753115,19.49931992351876,99.32753089968381,181.2195171026157
2017-06-18,144.3835508970842,19.547793105294023,99.32753089968381,181.2195171026157
2017-06-19,144.18995169955986,19.60528292625122,99.32753089968381,181.2195171026157
2017-06-20,143.38822917943114,19.790616615455402,99.32753089968381,181.2195171026157
2017-06-21,142.7106877485094,19.522898998743923,99.32753089968381,179.7642387659289
2017-06-22,141.99870042857845,19.62510636820793,99.32753089968381,179.7642387659289
2017-06-23,141.3112780823234,19.89628769106308,99.32753089968381,179.7642387659289
2017-06-24,141.11198099438167,20.006811833334552,99.32753089968381,179.7642387659289
2017-06-25,140.764686412073,20.29415705658783,99.32753089968381,179.7642387659289
2017-06-26,139.8680474328988,20.676407674619462,91.3314657173812,179.7642387659289
2017-06-27,139.15941491246758,21.15753967580858,91.3314657173812,179.7642387659289
2017-06-28,138.52662251883012,21.8465775738322,87.21424764805047,179.7642387659289
2017-06-29,137.6239000509821,22.98291883283355,69.55071481520703,179.7642387659289
2017-06-30,136.86418756351443,23.81732180976882,69.55071481520703,179.7642387659289
2017-07-01,136.2733707876154,24.552828331614865,69.55071481520703,179.7642387659289
2017-07-02,135.75700971047718,24.940427677092845,69.55071481520703,179.7642387659289
2017-07-03,135.34693590738928,25.195013271054588,69.55071481520703,179.7642387659289
2017-07-04,135.31522888968394,25.23111831352838,69.55071481520703,179.7642387659289
2017-07-05,135.10335513924477,25.430899887844625,69.55071481520703,179.7642387659289
2017-07-06,134.3554727572334,25.294291265413346,69.55071481520703,179.7642387659289
2017-07-07,133.50374885828415,25.037364370171282,69.55071481520703,178.80227076746192
2017-07-08,132.83270933040683,25.11928294276108,69.55071481520703,178.80227076746192
2017-07-09,132.56463803845762,25.121249035153088,69.55071481520703,178.80227076746192
2017-07-10,131.9308638993702,25.272805520038006,69.55071481520703,178.80227076746192
2017-07-11,131.4357343327815,25.203907032007876,69.55071481520703,178.80227076746192
2017-07-12,130.23251137599314,25.500358521870787,69.55071481520703,173.3764098102126
2017-07-13,129.3033183412414,25.950258102646128,69.55071481520703,173.3764098102126
2017-07-14,128.52639100012578,26.256221951335945,69.55071481520703,173.3764098102126
2017-07-15,127.85485125854983,26.500866366598324,69.55071481520703,173.3764098102126
2017-07-16,127.11400891656481,26.773070540360013,69.55071481520703,173.3764098102126
2017-07-17,126.28992258036583,26.82910473392647,69.55071481520703,173.3764098102126
2017-07-18,125.54845162500402,26.841507865489078,69.55071481520703,173.3764098102126
2017-07-19,125.02062019196131,27.029633272741336,69.55071481520703,173.3764098102126
2017-07-20,124.41309313991842,27.352049196192713,69.55071481520703,173.3764098102126
2017-07-21,123.6304868631876,27.77967256166808,69.55071481520703,173.3764098102126
2017-07-22,123.12222035235791,27.961945976523143,69.55071481520703,173.3764098102126
2017-07-23,122.69032157618834,28.079972402266364,69.55071481520703,173.3764098102126
2017-07-24,122.02934636109852,28.43834985979359,69.55071481520703,173.3764098102126
2017-07-25,121.1848787937899,28.749645693845018,69.55071481520703,173.3764098102126
2017-07-26,120.33271914683255,28.96616759610385,69.55071481520703,173.3764098102126
2017-07-27,119.72341752339946,28.912438443683087,69.55071481520703,173.3764098102126
2017-07-28,119.02041384874705,28.724752399759463,69.55071481520703,173.3764098102126
2017-07-29,118.53658280694067,28.771982410984727,69.55071481520703,173.3764098102126
2017-07-30,118.08040866895901,28.957419228688263,69.55071481520703,173.3764098102126
2017-07-31,117.3858033922773,28.98116110153977,69.55071481520703,173.3764098102126
2017-08-01,116.73205654091653,28.91186921958249,69.55071481520703,173.3764098102126
2017-08-02,115.9978516482609,28.698500475008572,69.55071481520703,173.3764098102126
2017-08-03,115.00982977264634,28.32663282388685,69.55071481520703,173.3764098102126
2017-08-04,114.2223873975983,27.906217729354058,69.55071481520703,173.3764098102126
2017-08-05,113.67093896430852,27.417122153335164,69.55071481520703,173.3764098102126
2017-08-06,113.2607898459904,27.11368579940016,69.55071481520703,173.3764098102126
2017-08-07,112.73032815848646,26.893573483222834,69.55071481520703,173.3764098102126
2017-08-08,112.19779054374226,26.970558784211065,69.55071481520703,173.3764098102126
2017-08-09,111.52223699990373,26.64938365085988,69.55071481520703,173.3764098102126
2017-08-10,110.61155070663527,25.901848861790107,69.55071481520703,172.77575452716297
2017-08-11,109.68980268765719,25.12935382250282,69.55071481520703,164.12272384305834
2017-08-12,108.83042065197907,24.563066617938002,69.55071481520703,163.87542552612976
2017-08-13,108.10372157456747,24.12429126387977,69.55071481520703,163.87542552612976
2017-08-14,107.2852974495706,23.473135437051926,69.55071481520703,163.87542552612976
2017-08-15,106.90387761927751,23.408283761809223,69.55071481520703,163.87542552612976
2017-08-16,106.44301574426487,23.325625151529845,69.55071481520703,163.87542552612976
2017-08-17,105.89636424539606,22.932652464941146,69.55071481520703,163.87542552612976
2017-08-18,105.19846634749814,22.27347519809368,69.55071481520703,163.87542552612976
2017-08-19,104.30396659372022,21.493414263360854,69.55071481520703,158.9129634952573
2017-08-20,103.51283761943883,21.489696182820502,68.40748017516866,158.9129634952573
2017-08-21,102.67149192536878,21.17203639336979,68.40748017516866,158.9129634952573
2017-08-22,101.94796750160961,20.53345490705618,68.40748017516866,158.9129634952573
2017-08-23,101.4370076459549,20.020480419748033,68.40748017516866,158.9129634952573
2017-08-24,100.65253752018097,19.401425208959438,68.40748017516866,158.9129634952573
2017-08-25,100.06958181406868,19.08967895749161,68.40748017516866,158.9129634952573
2017-08-26,99.74058322093865,19.128674747944125,68.40748017516866,158.9129634952573
2017-08-27,99.513062792366,19.242935789207976,68.40748017516866,158.9129634952573
2017-08-28,99.01530721689639,19.366068574209685,68.40748017516866,158.9129634952573
2017-08-29,98.59396402259543,19.61679420271929,68.37444124204688,158.9129634952573
2017-08-30,98.18492692168309,19.40808079514058,68.37444124204688,158.9129634952573
2017-08-31,97.62480113427894,18.78022388173434,68.37444124204688,158.9129634952573
2017-09-01,97.00601771773026,18.320020176220154,68.37444124204688,158.9129634952573
2017-09-02,96.60379339342946,17.692224182882264,68.37444124204688,158.9129634952573
2017-09-03,96.19590575204485,17.35563063109042,68.37444124204688,158.9129634952573
2017-09-04,95.67563125046652,16.6283839614462,68.37444124204688,158.9129634952573
2017-09-05,95.38305500098969,16.399225625306062,68.37444124204688,158.9129634952573
2017-09-06,95.46584881147163,16.438127316708258,68.37444124204688,158.9129634952573
2017-09-07,95.38542998308917,16.38179566667902,68.37444124204688,158.9129634952573
2017-09-08,95.40536006928228,16.39702188237223,68.37444124204688,158.9129634952573
2017-09-09,95.364251587705,16.36804289262769,68.37444124204688,158.9129634952573
2017-09-10,95.33392256595543,16.341363373297952,68.37444124204688,158.9129634952573
2017-09-11,95.1329834161693,16.153069569020115,68.37444124204688,158.9129634952573
2017-09-12,94.879575099767,15.934804200826843,68.37444124204688,158.9129634952573
2017-09-13,94.2860565812485,14.833269489095917,68.37444124204688,158.9129634952573
2017-09-14,94.1887811569308,14.703455700947906,68.37444124204688,158.9129634952573
2017-09-15,94.0755307101689,14.562880706576875,68.37444124204688,158.9129634952573
2017-09-16,93.5513952945003,12.964229351394131,68.37444124204688,129.82607222281055
2017-09-17,93.28483748390987,12.446289974153018,68.37444124204688,121.30167319707719
2017-09-18,93.2570996517372,12.42669165249856,68.37444124204688,121.30167319707719
2017-09-19,92.98335029700937,12.092461278057877,68.37444124204688,121.30167319707719
2017-09-20,92.82627417455764,11.992701001069861,68.37444124204688,121.30167319707719
2017-09-21,92.8707036690032,12.038181603226493,68.37444124204688,121.30167319707719
2017-09-22,92.35486588089961,11.798503622894794,68.37444124204688,120.45327520679633
2017-09-23,92.12527715333904,11.674837609929419,68.37444124204688,120.45327520679633
2017-09-24,92.23552535541823,11.714040888545155,68.37444124204688,120.45327520679633
2017-09-25,92.41091640215348,11.851781178172038,68.37444124204688,120.45327520679633
2017-09-26,92.76094528857534,12.157824337101665,68.37444124204688,120.45327520679633
2017-09-27,93.38536155812247,12.393221156164254,68.37444124204688,125.74817907444667
2017-09-28,93.87910878941602,12.641653378248161,68.37444124204688,125.74817907444667
2017-09-29,94.28161345905932,12.7774712311349,68.37444124204688,125.74817907444667
2017-09-30,94.52120089148022,12.980446500304204,68.37444124204688,125.74817907444667
2017-10-01,94.79725878961457,13.392672977390312,68.37444124204688,126.55402127048004
2017-10-02,94.8464751991831,13.44054756956412,68.37444124204688,126.55402127048004
2017-10-03,94.87886561220799,13.461610847419678,68.37444124204688,126.55402127048004
2017-10-04,95.07418724963487,13.744301557415525,68.37444124204688,126.55402127048004
2017-10-05,95.40115953921281,14.277297433600967,68.37444124204688,132.5365939225094
2017-10-06,95.63805492089692,14.528196679558807,68.37444124204688,132.5365939225094
2017-10-07,95.61732826275242,14.493685899428463,68.37444124204688,132.5365939225094
2017-10-08,95.8425192854317,14.683700934664497,68.37444124204688,132.5365939225094
2017-10-09,95.86439441676694,14.71080239659912,68.37444124204688,132.5365939225094
2017-10-10,96.43532067926664,14.712922666556702,68.37444124204688,132.5365939225094
2017-10-11,96.97457877494924,14.830998628505846,68.37444124204688,132.5365939225094
2017-10-12,97.5360856877712,15.27609302296757,68.37444124204688,134.32317907444667
2017-10-13,98.24116064078,16.284046777833463,68.37444124204688,151.92505275555772
2017-10-14,99.29567699818368,18.326935167388218,68.37444124204688,179.37464788732396
2017-10-15,99.99994116723659,19.083089600563277,68.37444124204688,179.37464788732396
2017-10-16,100.94405255226346,20.71999940250579,68.37444124204688,179.37464788732396
2017-10-17,102.10593419441993,23.019317390274484,68.37444124204688,196.607979584826
2017-10-18,103.40471132945234,25.135650792744805,68.37444124204688,199.99817907444668
2017-10-19,104.8186592184671,26.970114945895148,68.37444124204688,201.16493245185399
2017-10-20,106.26675916639314,29.572514614741653,68.37444124204688,220.94944299946016
2017-10-21,107.34242504127904,30.921070903774353,68.37444124204688,220.94944299946016
2017-10-22,108.5846180632099,31.936241259297745,68.37444124204688,220.94944299946016
2017-10-23,109.85928956310879,32.78549073623572,68.37444124204688,220.94944299946016
2017-10-24,111.08010448761553,33.51641940207569,68.37444124204688,220.94944299946016
2017-10-25,112.24692500668957,34.75988843382208,68.37444124204688,220.94944299946016
2017-10-26,113.74996500042155,36.88078879545211,68.37444124204688,230.61877351062898
2017-10-27,115.12175825997889,38.41096593142011,68.37444124204688,230.61877351062898
2017-10-28,116.60533366978905,39.83270903665743,68.37444124204688,230.61877351062898
2017-10-29,117.98909098036727,40.889048940157736,68.37444124204688,230.61877351062898
2017-10-30,119.09823687870913,41.4892734953629,68.37444124204688,230.61877351062898
2017-10-31,120.19580193233054,42.05646619111281,68.37444124204688,230.61877351062898
2017-11-01,121.53244446864508,42.7241560795516,68.37444124204688,230.61877351062898
2017-11-02,122.55880698944895,43.163216056646135,68.37444124204688,230.61877351062898
2017-11-03,123.6194583778431,44.09817728569145,68.37444124204688,230.61877351062898
2017-11-04,124.75622144426156,45.17779564949834,68.37444124204688,230.61877351062898
2017-11-05,125.94850186076731,45.932234816104,68.37444124204688,230.61877351062898
2017-11-06,127.25974853691953,46.42187697925211,68.37444124204688,230.61877351062898
2017-11-07,128.87048770710132,47.75306246184874,68.37444124204688,239.03114003167943
2017-11-08,130.5409357470493,49.04027494407488,68.37444124204688,241.75496701137055
2017-11-09,132.2291813373137,50.22370003955161,68.37444124204688,241.76053594293032
2017-11-10,134.0398420932934,51.488279273571656,68.37444124204688,249.73780867020304
2017-11-11,135.93019432565504,52.966304505456705,68.37444124204688,260.4325240330874
2017-11-12,137.8459776180017,54.37093358832836,68.37444124204688,262.0103018108652
2017-11-13,139.79067247101295,55.88926610263161,68.37444124204688,268.8945018950915
2017-11-14,141.41410543852106,56.54721787732195,68.37444124204688,268.8945018950915
2017-11-15,142.71098523816534,56.87811948404458,68.37444124204688,268.8945018950915
2017-11-16,143.83424456506043,56.92857951376174,68.37444124204688,268.8945018950915
2017-11-17,145.15634645937206,56.89028022083231,68.37444124204688,268.8945018950915
2017-11-18,146.52920869517544,56.50692471900721,68.37444124204688,268.8945018950915
2017-11-19,147.88144271400705,56.18758490743668,68.37444124204688,268.8945018950915
2017-11-20,149.03249193628457,56.0068886468758,68.37444124204688,268.8945018950915
2017-11-21,150.09103824895297,55.947662424151865,68.37444124204688,268.8945018950915
2017-11-22,151.5135765262357,55.801875256484934,68.37444124204688,268.8945018950915
2017-11-23,152.68856692761273,55.48325417047378,68.37444124204688,268.8945018950915
2017-11-24,154.1276902988308,55.33124973506999,68.37444124204688,268.8945018950915
2017-11-25,155.61574191506296,55.11191509005903,68.37444124204688,268.8945018950915
2017-11-26,157.24019592452274,54.777519290498105,68.37444124204688,268.8945018950915
2017-11-27,159.0552939961806,54.50563337974727,74.87627226775287,268.8945018950915
2017-11-28,160.34306056985776,54.220066687382456,74.87627226775287,268.8945018950915
2017-11-29,161.42764429004382,53.850358060709965,74.87627226775287,268.8945018950915
2017-11-30,162.74317776603203,53.35964229298363,74.87627226775287,268.8945018950915
2017-12-01,164.07810913730754,53.439474852519886,74.87627226775287,268.8945018950915
2017-12-02,165.34006734672113,53.06622052221357,74.87627226775287,268.8945018950915
2017-12-03,166.6458684476993,52.78627050660707,74.87627226775287,268.8945018950915
2017-12-04,168.02786002486795,52.52103299957673,74.87627226775287,268.8945018950915
2017-12-05,169.38404382014608,52.49756083639416,74.87627226775287,268.8945018950915
2017-12-06,170.39254853854567,52.08151529450023,74.87627226775287,268.8945018950915
2017-12-07,171.3217708360861,51.712730026516795,74.87627226775287,268.8945018950915
2017-12-08,172.4606302024479,51.36218331444837,74.87627226775287,268.8945018950915
2017-12-09,173.4160938240041,50.951744615890384,74.87627226775287,268.8945018950915
2017-12-10,174.41840448681904,50.40038707534351,74.87627226775287,268.8945018950915
2017-12-11,175.55054659602652,49.78858886282313,74.87627226775287,268.8945018950915
2017-12-12,176.3576494488336,49.06990152089918,74.87627226775287,268.8945018950915
2017-12-13,177.16676327182068,48.55020190573822,74.87627226775287,268.8945018950915
2017-12-14,177.92849325387266,47.97126639451909,74.87627226775287,268.8945018950915
2017-12-15,178.71445094712212,47.4513177642524,74.87627226775287,268.8945018950915
2017-12-16,179.60805835460278,46.816476533586204,74.87627226775287,268.8945018950915
2017-12-17,180.47614108808574,46.055273814993484,74.87627226775287,268.8945018950915
2017-12-18,181.26891379556935,45.18374185299312,74.87627226775287,268.8945018950915
2017-12-19,182.33413078143514,44.20847822229539,74.87627226775287,268.8945018950915
2017-12-20,183.56368236404745,43.62501996213104,74.87627226775287,268.8945018950915
2017-12-21,185.37070222417051,42.424133805843425,88.16019359399641,268.8945018950915
2017-12-22,186.737250841046,41.22143962257034,101.25380390450813,268.8945018950915
2017-12-23,187.75599643077751,40.20552401297316,104.97019897160743,268.8945018950915
2017-12-24,188.8471457398075,39.378260085408094,104.97019897160743,268.8945018950915
2017-12-25,189.85252782041627,38.71716434214839,104.97019897160743,268.8945018950915
2017-12-26,190.74430332377662,38.144128167256,104.97019897160743,268.8945018950915
2017-12-27,191.95407477651707,37.665483431788125,104.97019897160743,268.8945018950915
2017-12-28,193.20656937029054,36.99422936970174,104.97019897160743,268.8945018950915
