Datetime,Mean,Std,Min,Max
2015-05-16,199.7313361796561,46.07344480413727,135.95529845741115,348.77010635240015
2015-05-17,198.54343011895327,46.22900004634411,135.95529845741115,348.77010635240015
2015-05-18,197.49983622756258,46.4780216645033,135.95529845741115,348.77010635240015
2015-05-19,196.28693016685975,46.3685691032987,135.95529845741115,348.77010635240015
2015-05-20,195.1247004538051,46.8180146786631,125.58759831717579,348.77010635240015
2015-05-21,193.89754109553908,46.858948717384415,125.58759831717579,348.77010635240015
2015-05-22,192.13648688668812,44.70585448040454,125.58759831717579,348.77010635240015
2015-05-23,190.7137924661969,44.74173025039739,125.58759831717579,348.77010635240015
2015-05-24,188.50307790465737,42.27023172346005,125.58759831717579,348.77010635240015
2015-05-25,187.68832293907747,42.20335033974192,125.58759831717579,348.77010635240015
2015-05-26,187.06952756945716,42.29275786044085,125.58759831717579,348.77010635240015
2015-05-27,186.614483548719,42.493491082486855,125.58759831717579,348.77010635240015
2015-05-28,186.39621201475327,42.5383695112081,125.58759831717579,348.77010635240015
2015-05-29,186.36272884057593,42.53909975367311,125.58759831717579,348.77010635240015
2015-05-30,185.99961603676894,42.655922689829104,125.58759831717579,348.77010635240015
2015-05-31,185.4676893540173,43.051090304950215,125.58759831717579,348.77010635240015
2015-06-01,184.621090739129,43.20895476534207,125.58759831717579,348.77010635240015
2015-06-02,184.36842019929543,43.171546453610745,125.58759831717579,348.77010635240015
2015-06-03,182.98557301034162,42.39653517654642,125.58759831717579,348.77010635240015
2015-06-04,182.35398946757095,42.73276541482229,125.58759831717579,348.77010635240015
2015-06-05,182.0949333973278,42.85728617501389,125.58759831717579,348.77010635240015
2015-06-06,181.86396359806824,43.02535152669475,125.58759831717579,348.77010635240015
2015-06-07,181.69270075851566,43.06218288334287,125.58759831717579,348.77010635240015
2015-06-08,181.30263450015966,43.096240166123565,125.58759831717579,348.77010635240015
2015-06-09,180.88936921860463,43.042918365495716,125.58759831717579,348.77010635240015
2015-06-10,180.03397939492507,43.424097297061685,122.91747407522055,348.77010635240015
2015-06-11,179.0680889607449,43.99169616391091,110.68670484445133,348.77010635240015
2015-06-12,178.7591498498893,44.06811704597339,110.68670484445133,348.77010635240015
2015-06-13,178.11474903719875,44.56329600656538,110.68670484445133,348.77010635240015
2015-06-14,177.70697826113823,44.87352761268285,110.68670484445133,348.77010635240015
2015-06-15,177.0840670699373,45.18860071479945,110.68670484445133,348.77010635240015
2015-06-16,176.55016686774735,45.353145837219145,110.68670484445133,348.77010635240015
2015-06-17,174.79086984016058,44.38199268165124,110.68670484445133,348.77010635240015
2015-06-18,173.2983615793626,43.92852834773023,110.68670484445133,348.77010635240015
2015-06-19,171.50952280802886,42.46232612151114,110.68670484445133,348.77010635240015
2015-06-20,169.42910894512,40.500504726557956,110.68670484445133,348.77010635240015
2015-06-21,166.52134465486077,36.69561131988942,87.07132022906671,274.2753089968382
2015-06-22,164.52762512154365,35.63453995874282,87.07132022906671,267.56102328255247
2015-06-23,162.7486764601,35.1878153681683,87.07132022906671,267.56102328255247
2015-06-24,161.08597035779633,33.68286074392267,87.07132022906671,251.0662259269905
2015-06-25,159.34817268040106,33.51098748437146,85.30208945983594,251.0662259269905
2015-06-26,157.87008196271276,32.76960683355445,85.30208945983594,251.0662259269905
2015-06-27,156.69418580432162,32.62929842585244,85.30208945983594,251.0662259269905
2015-06-28,155.8230515506924,32.893681693686595,85.30208945983594,251.0662259269905
2015-06-29,155.3888812111951,32.53234755751389,85.30208945983594,251.0662259269905
2015-06-30,154.90094103042796,32.01746980528986,85.30208945983594,251.0662259269905
2015-07-01,153.95764884753817,32.39074708537356,85.30208945983594,251.0662259269905
2015-07-02,153.13462528491704,32.53413006356315,85.30208945983594,251.0662259269905
2015-07-03,152.42063388843067,32.852650002252915,85.30208945983594,251.0662259269905
2015-07-04,151.64498193028373,32.81910265591675,85.30208945983594,251.0662259269905
2015-07-05,151.1049896935913,32.57637413756708,85.30208945983594,251.0662259269905
2015-07-06,150.51078500268642,32.461193308123676,85.30208945983594,251.0662259269905
2015-07-07,149.28275857795978,32.45923753681639,85.30208945983594,251.0662259269905
2015-07-08,148.15778465628566,32.583892856781766,85.30208945983594,251.0662259269905
2015-07-09,147.42926658817,32.98870576657425,85.30208945983594,251.0662259269905
2015-07-10,146.6583574827438,33.423626519965985,85.30208945983594,251.0662259269905
2015-07-11,145.78564241332853,33.88439199804816,85.30208945983594,251.0662259269905
2015-07-12,144.97968039784942,34.12097873440482,85.30208945983594,251.0662259269905
2015-07-13,144.1054968308389,33.982654543189874,85.30208945983594,251.0662259269905
2015-07-14,143.17954610818796,33.16472835671571,85.30208945983594,251.0662259269905
2015-07-15,141.78656241850408,31.193018172249253,85.30208945983594,251.0662259269905
2015-07-16,140.35414038938185,29.0014226351113,85.30208945983594,209.78051164127623
2015-07-17,139.19973709538095,28.286165610841678,85.30208945983594,209.78051164127623
2015-07-18,138.06548356442724,27.743705796494275,85.30208945983594,209.78051164127623
2015-07-19,136.71486861711207,27.166013405334613,85.30208945983594,206.35194021270482
2015-07-20,135.4288446343879,26.565336755612623,85.30208945983594,184.0662259269905
2015-07-21,134.58924862119028,26.58392410761214,85.30208945983594,184.0662259269905
2015-07-22,133.8338685262126,26.75780676045303,85.30208945983594,184.0662259269905
2015-07-23,132.9151217107656,26.43123347062934,85.30208945983594,183.95529845741112
2015-07-24,132.10492190386557,26.179036621772998,85.30208945983594,183.95529845741112
2015-07-25,131.29887350111696,26.39765317889471,85.30208945983594,183.95529845741112
2015-07-26,130.5237131863591,26.86284644276204,80.22516638291287,183.95529845741112
2015-07-27,129.76027448332277,27.341200539436887,78.99439715214363,183.95529845741112
2015-07-28,128.7688780952262,27.517049656395415,78.99439715214363,183.95529845741112
2015-07-29,127.6705220001699,27.42496080692254,78.99439715214363,183.95529845741112
2015-07-30,126.82546933765245,27.632562431063164,78.99439715214363,183.95529845741112
2015-07-31,126.0454906621808,27.874013758647706,78.99439715214363,183.95529845741112
2015-08-01,125.2937171149143,28.022552324867757,78.99439715214363,183.95529845741112
2015-08-02,124.80882390952814,28.198430817034588,78.99439715214363,183.95529845741112
2015-08-03,123.92083029125283,28.001190643561063,78.99439715214363,183.95529845741112
2015-08-04,123.12573877869652,27.98516587861517,78.99439715214363,183.95529845741112
2015-08-05,122.73235666784963,27.839382307195446,78.99439715214363,183.95529845741112
2015-08-06,122.35249437052256,27.655050350799485,78.99439715214363,183.95529845741112
2015-08-07,121.68626213379736,27.534063120261028,78.99439715214363,183.95529845741112
2015-08-08,121.12217423942776,27.45334837358138,78.99439715214363,183.95529845741112
2015-08-09,120.3852867320473,27.078707358505557,78.99439715214363,183.95529845741112
2015-08-10,120.21378384005143,26.943199253137973,78.99439715214363,183.95529845741112
2015-08-11,119.96464562042026,26.899637845850222,78.99439715214363,183.95529845741112
2015-08-12,119.07825651656638,27.08690662745269,73.99439715214363,183.95529845741112
2015-08-13,118.59158268439958,27.12073938145527,73.99439715214363,183.95529845741112
2015-08-14,118.19322794055188,27.087741224820853,73.99439715214363,183.95529845741112
2015-08-15,117.87421792604891,27.00047116042305,73.99439715214363,183.95529845741112
2015-08-16,117.28946198298313,27.0829955118384,73.99439715214363,183.95529845741112
2015-08-17,116.86674307695436,26.919062102302547,73.99439715214363,183.95529845741112
2015-08-18,116.60117759392409,26.949938710800982,73.99439715214363,183.95529845741112
2015-08-19,116.08002893559231,26.989964583104033,73.99439715214363,183.95529845741112
2015-08-20,115.18642456864994,26.541733749562276,73.99439715214363,183.95529845741112
2015-08-21,114.936760073744,26.541808541827038,73.99439715214363,183.95529845741112
2015-08-22,114.40646685314091,26.548088150592985,73.99439715214363,183.95529845741112
2015-08-23,113.61907594879224,26.385181165226875,73.99439715214363,183.95529845741112
2015-08-24,112.92821081571383,26.142209059256388,73.99439715214363,183.95529845741112
2015-08-25,112.5877545969196,25.88022512770258,73.99439715214363,183.95529845741112
2015-08-26,111.94322430405126,25.197045628053516,73.99439715214363,183.95529845741112
2015-08-27,111.13147178896072,23.999381644085368,73.99439715214363,179.44792390707883
2015-08-28,111.34344138431061,24.482097722454203,73.99439715214363,179.44792390707883
2015-08-29,111.1025084330678,24.399858402950773,73.99439715214363,179.44792390707883
2015-08-30,110.66513630285058,24.246591036271326,73.99439715214363,179.44792390707883
2015-08-31,109.58989237173141,23.288883599835998,73.99439715214363,175.3658953722334
2015-09-01,108.94641239131983,23.0942774319348,73.99439715214363,175.3658953722334
2015-09-02,108.72704595910834,22.967788909367737,73.99439715214363,175.3658953722334
2015-09-03,108.43046758778148,22.595224083462796,73.99439715214363,175.3658953722334
2015-09-04,108.27651426098308,22.419495829083548,73.99439715214363,175.3658953722334
2015-09-05,107.73891024863057,21.611578530153356,73.99439715214363,175.3658953722334
2015-09-06,107.14074457571641,20.875010234688627,73.99439715214363,175.3658953722334
2015-09-07,106.27847633869968,19.91376772629676,73.99439715214363,175.3658953722334
2015-09-08,106.28577242289717,19.920051785803672,73.99439715214363,175.3658953722334
2015-09-09,106.36994026757206,19.954829026239803,73.99439715214363,175.3658953722334
2015-09-10,105.70413951064958,19.32951337022715,73.99439715214363,175.3658953722334
2015-09-11,105.7490424324539,19.357817621282816,73.99439715214363,175.3658953722334
2015-09-12,105.64953365819665,19.275821933354592,73.99439715214363,175.3658953722334
2015-09-13,105.49443658000096,19.159203614757498,73.99439715214363,175.3658953722334
2015-09-14,105.14788651035231,18.825623380964196,73.99439715214363,175.3658953722334
2015-09-15,105.1844891174479,18.85995107899392,73.99439715214363,175.3658953722334
2015-09-16,105.24135785121803,18.91321976511141,73.99439715214363,175.3658953722334
2015-09-17,105.00930939442108,18.77187298439375,73.99439715214363,175.3658953722334
2015-09-18,104.60338874230325,18.936029450159065,73.99439715214363,175.3658953722334
2015-09-19,104.76037407309137,18.84740838207102,73.99439715214363,175.3658953722334
2015-09-20,104.89764733087169,18.819317323527166,73.99439715214363,175.3658953722334
2015-09-21,104.90597471970612,18.813880723803067,73.99439715214363,175.3658953722334
2015-09-22,104.56244722998144,18.855849214706932,73.99439715214363,175.3658953722334
2015-09-23,104.74559861693564,18.746403784190417,73.99439715214363,175.3658953722334
2015-09-24,104.62757348609361,18.755727663392616,73.99439715214363,175.3658953722334
2015-09-25,104.737770050093,18.806169445082038,73.99439715214363,175.3658953722334
2015-09-26,105.02563857176432,19.041489752194902,73.99439715214363,175.3658953722334
2015-09-27,104.74978683169427,18.35995241754787,73.99439715214363,175.3658953722334
2015-09-28,104.59095942279644,17.87190596221515,73.99439715214363,175.3658953722334
2015-09-29,105.07415557979544,18.311873513340696,73.99439715214363,175.3658953722334
2015-09-30,105.47763815043294,18.834672390192782,73.99439715214363,175.3658953722334
2015-10-01,106.29944185728944,20.41494187848557,73.99439715214363,180.1875
2015-10-02,106.54571645071897,20.69593486931154,73.99439715214363,180.1875
2015-10-03,106.76046887552423,21.158964911969438,73.99439715214363,180.1875
2015-10-04,106.83409645295458,21.25312362424735,73.99439715214363,180.1875
2015-10-05,107.58350343616439,21.99611303235737,73.99439715214363,180.1875
2015-10-06,108.65258278404656,23.632072817527742,73.99439715214363,190.75
2015-10-07,109.80889503791164,25.525402048838846,73.99439715214363,201.0625
2015-10-08,110.96933284996918,27.115188478355567,73.99439715214363,201.0625
2015-10-09,112.09993641437556,28.300327142622965,73.99439715214363,201.0625
2015-10-10,112.65379800987448,28.532722445700024,73.99439715214363,201.0625
2015-10-11,113.17761365506838,28.923406824539406,73.99439715214363,201.0625
2015-10-12,113.31385975846942,29.038395318982406,73.99439715214363,201.0625
2015-10-13,113.58190073366532,29.256507317267882,73.99439715214363,201.0625
2015-10-14,113.88617706319316,29.48808967034854,73.99439715214363,201.0625
2015-10-15,114.44339885548537,29.797731515389263,73.99439715214363,201.0625
2015-10-16,115.39924458513393,30.72191182010974,73.99439715214363,201.0625
2015-10-17,116.3567427364349,31.204569391889446,73.99439715214363,201.0625
2015-10-18,117.56385627235125,32.280161134560615,73.99439715214363,201.0625
2015-10-19,118.65770107191787,33.21771055319027,73.99439715214363,201.0625
2015-10-20,120.20306398443572,35.23842110424218,73.99439715214363,233.23090543259556
2015-10-21,121.39252946105611,36.384015383620365,73.99439715214363,233.23090543259556
2015-10-22,122.51513728750197,37.39073093774165,73.99439715214363,233.23090543259556
2015-10-23,123.73143885760638,38.04259641420401,73.99439715214363,233.23090543259556
2015-10-24,125.45750843747877,39.54112248967386,73.99439715214363,235.57142857142858
2015-10-25,126.97063702585886,40.34069155287725,73.99439715214363,235.57142857142858
2015-10-26,128.7990753481,41.88045823941159,73.99439715214363,244.4
2015-10-27,130.12751518369475,42.244156981433754,73.99439715214363,244.4
2015-10-28,131.52381675379914,42.72741080691367,73.99439715214363,244.4
2015-10-29,132.28021803900324,42.457612021308556,73.99439715214363,244.4
2015-10-30,133.02489567748373,42.230634860475355,73.99439715214363,244.4
2015-10-31,134.09584112223197,42.42968979763768,73.99439715214363,244.4
2015-11-01,135.41125195761464,42.897902852993575,73.99439715214363,244.4
2015-11-02,136.61655067298378,43.082942374743475,73.99439715214363,244.4
2015-11-03,137.7469013883873,43.84925237411323,73.99439715214363,244.4
2015-11-04,138.81651634307266,44.54949958774703,73.99439715214363,244.4
2015-11-05,140.2672730413822,45.29204753410132,73.99439715214363,244.4
2015-11-06,141.43493307566195,45.593569383265475,73.99439715214363,244.4
2015-11-07,143.0954654149971,46.82045832512729,73.99439715214363,250.75
2015-11-08,144.24755758339208,47.8507124476168,73.99439715214363,250.75
2015-11-09,145.3183477517527,48.23242530257916,73.99439715214363,250.75
2015-11-10,147.10900971498506,48.54528768979025,79.0,250.75
2015-11-11,148.92590031069608,49.62383461563656,79.0,258.59147384305834
2015-11-12,150.92602105797178,51.33733721530485,79.0,282.69757209926223
2015-11-13,152.59029413231525,52.444227125217296,79.0,282.69757209926223
2015-11-14,154.5524890611475,53.27834341015698,79.0,282.69757209926223
2015-11-15,156.40416921615162,54.53775361730781,79.0,282.69757209926223
2015-11-16,157.9781110939139,54.98311920227031,79.0,282.69757209926223
2015-11-17,159.5781213477446,55.102548316465224,79.0,282.69757209926223
2015-11-18,161.08874803378677,55.00105401480335,79.0,282.69757209926223
2015-11-19,162.57265492753018,55.239640811215644,79.0,282.69757209926223
2015-11-20,164.17952518611872,55.222890130218346,79.0,282.69757209926223
2015-11-21,166.05661189153645,55.33778196521808,79.0,282.69757209926223
2015-11-22,168.0004228206029,55.754007202834586,79.0,282.69757209926223
2015-11-23,169.61558102911323,56.36888541091717,79.0,282.69757209926223
2015-11-24,171.08917067811836,56.52701470678371,79.0,282.69757209926223
2015-11-25,172.56215847527167,56.66798384253498,79.0,282.69757209926223
2015-11-26,173.38373683431482,57.24219008485291,79.0,282.69757209926223
2015-11-27,174.9047837432192,57.32096793540167,79.0,282.69757209926223
2015-11-28,176.6924973187903,57.45577323732273,79.0,282.69757209926223
2015-11-29,178.57674519634506,57.117590911635766,79.0,282.69757209926223
2015-11-30,180.33158462977102,56.70478381748636,79.0,282.69757209926223
2015-12-01,181.88292467001244,56.726929090743,79.0,282.69757209926223
2015-12-02,182.8645352860899,56.46967435708462,79.0,282.69757209926223
2015-12-03,183.51983575557344,56.15344098595231,79.0,282.69757209926223
2015-12-04,184.61325003312592,55.79134743670158,79.0,282.69757209926223
2015-12-05,186.31089674884205,55.70889216525462,79.0,282.69757209926223
2015-12-06,187.80084315745245,54.90200775098142,79.0,282.69757209926223
2015-12-07,189.4907978478877,55.24261097073184,79.0,282.69757209926223
2015-12-08,191.16300463107044,55.33999506395506,79.0,282.69757209926223
2015-12-09,193.02176282396678,54.857984402337514,79.0,282.69757209926223
2015-12-10,194.37326845796068,54.53127389538598,79.0,282.69757209926223
2015-12-11,195.5739495754781,53.99467615429372,79.0,282.69757209926223
2015-12-12,196.79220861184817,53.34092516198014,79.0,282.69757209926223
2015-12-13,198.26339784124164,52.680867196276544,79.0,282.69757209926223
2015-12-14,199.35180690674576,52.14452916214199,79.0,282.69757209926223
2015-12-15,200.04913274209974,51.55900880451013,79.0,282.69757209926223
2015-12-16,201.42299123138133,50.66530608601088,79.0,282.69757209926223
2015-12-17,203.14516849247877,49.06625845976403,87.0,282.69757209926223
2015-12-18,204.8147940891963,48.10551642952078,87.0,282.69757209926223
2015-12-19,206.29297037128978,47.10573632011399,87.0,282.69757209926223
2015-12-20,208.28626647909127,46.04705587931865,87.0,282.69757209926223
2015-12-21,209.99671534512697,44.31781508207563,97.91059691482228,282.69757209926223
2015-12-22,211.52682911416093,42.89417200178605,97.91059691482228,282.69757209926223
2015-12-23,213.021892522936,41.20115539536515,118.14285714285714,282.69757209926223
2015-12-24,214.51304253411425,40.14368827161801,133.13333333333333,282.69757209926223
2015-12-25,215.56741960262548,39.21774725623175,136.92857142857142,282.69757209926223
2015-12-26,216.39276641252974,38.342338467526524,136.92857142857142,282.69757209926223
2015-12-27,217.57039440269295,37.98609066274564,136.92857142857142,282.69757209926223
2015-12-28,218.7882445405572,37.31523886611723,136.92857142857142,282.69757209926223
2015-12-29,219.88149202546666,36.630266453598146,136.92857142857142,282.69757209926223
2015-12-30,220.58201565667187,36.46511205050112,136.92857142857142,282.69757209926223
2015-12-31,222.20477994611218,36.118233507356564,136.92857142857142,286.74635814889336
2016-01-01,223.53376725887767,36.0389904273173,136.92857142857142,286.74635814889336
2016-01-02,225.15396488910346,35.37335429981756,143.5642387659289,286.74635814889336
2016-01-03,226.33145079217624,35.01396021792526,143.5642387659289,286.74635814889336
2016-01-04,227.19467743598975,35.08449653943779,143.5642387659289,286.74635814889336
2016-01-05,227.9442090037029,35.240172248420436,143.5642387659289,286.74635814889336
2016-01-06,228.82716835827085,35.482929803576056,143.5642387659289,286.74635814889336
2016-01-07,229.65839282005123,35.46624043756941,143.5642387659289,286.74635814889336
2016-01-08,230.93379942635576,34.58950008605086,143.5642387659289,286.74635814889336
2016-01-09,232.0079403879047,33.78056898282633,143.5642387659289,286.74635814889336
2016-01-10,232.8080612220715,32.49034789460373,148.96423876592888,286.74635814889336
2016-01-11,233.9674803018523,31.30496267912271,149.53311296349526,286.74635814889336
2016-01-12,235.04338557475964,30.00756564676287,150.91666666666666,286.74635814889336
2016-01-13,235.98580095593553,28.78944334563936,150.91666666666666,286.74635814889336
2016-01-14,236.82115797132226,28.43676976173644,150.91666666666666,286.74635814889336
2016-01-15,237.37339607832683,27.6835614898956,150.91666666666666,286.74635814889336
2016-01-16,237.65654061808,27.418306241165045,150.91666666666666,286.74635814889336
2016-01-17,238.07302550694533,27.046646689041598,150.91666666666666,286.74635814889336
2016-01-18,237.9418499243492,27.098973032460908,150.91666666666666,286.74635814889336
2016-01-19,238.30318691599604,26.91725689350816,150.91666666666666,286.74635814889336
2016-01-20,238.64666925447136,26.686117166294768,150.91666666666666,286.74635814889336
2016-01-21,238.87539660931017,26.419371822870843,150.91666666666666,286.74635814889336
2016-01-22,238.72698323048652,26.475598588063917,150.91666666666666,286.74635814889336
2016-01-23,239.00496210442026,26.35661850038428,150.91666666666666,286.74635814889336
2016-01-24,239.19442026754038,26.456928612716272,150.91666666666666,286.74635814889336
2016-01-25,239.54040372383366,26.148766264941397,150.91666666666666,286.74635814889336
2016-01-26,239.95507418043573,25.941274013265577,150.91666666666666,286.74635814889336
2016-01-27,240.52756008350846,24.481715117213167,153.4,286.74635814889336
2016-01-28,241.58640850738507,22.664418611622526,185.8079476861167,286.74635814889336
2016-01-29,242.47693121477957,22.16524463032289,185.8079476861167,286.74635814889336
2016-01-30,242.8398590664902,21.875874108380106,185.8079476861167,286.74635814889336
2016-01-31,243.4925561129666,21.356307698818252,185.8079476861167,286.74635814889336
2016-02-01,243.37814948312908,21.525716055220038,185.8079476861167,286.74635814889336
2016-02-02,243.17489381384772,21.879861908785898,185.8079476861167,286.74635814889336
2016-02-03,242.72920655537624,22.598198027952094,185.8079476861167,286.74635814889336
2016-02-04,242.53752149552218,22.991568211137164,185.8079476861167,286.74635814889336
2016-02-05,242.1902624869251,23.101891731143397,185.8079476861167,286.74635814889336
2016-02-06,241.81575734496224,23.45138538144544,185.8079476861167,286.74635814889336
2016-02-07,241.79712124733072,23.477681320815428,185.8079476861167,286.74635814889336
2016-02-08,241.4079973061528,23.875870568542496,185.8079476861167,286.74635814889336
2016-02-09,240.69678322213173,24.307706490042577,185.8079476861167,286.74635814889336
2016-02-10,240.08175085725,23.930404254522614,185.8079476861167,286.74635814889336
2016-02-11,239.53072901189213,24.019262619885808,185.8079476861167,286.74635814889336
2016-02-12,238.9060059513064,24.10431391324191,185.8079476861167,286.74635814889336
2016-02-13,238.13543935596718,24.043928955035838,185.8079476861167,286.74635814889336
2016-02-14,237.51954072343122,24.61230359302026,185.8079476861167,286.74635814889336
2016-02-15,237.02769227896323,25.103821115339365,185.8079476861167,286.74635814889336
2016-02-16,236.38816321569473,26.134577400604112,167.09635814889336,286.74635814889336
2016-02-17,235.63028561942932,27.077750358175706,167.09635814889336,286.74635814889336
2016-02-18,235.1252492282427,27.507917624003493,167.09635814889336,286.74635814889336
2016-02-19,234.50345833669456,27.732427424138738,167.09635814889336,286.74635814889336
2016-02-20,233.5943977509579,28.019161855160295,167.09635814889336,286.74635814889336
2016-02-21,232.68615919794675,28.390898053398278,167.09635814889336,286.74635814889336
2016-02-22,231.72964793459946,29.480543168393357,156.5679601418032,286.74635814889336
2016-02-23,230.749067386091,30.53464313172243,155.2142244772986,286.74635814889336
2016-02-24,230.07668795800737,30.786608499939273,155.2142244772986,286.74635814889336
2016-02-25,229.41131013238575,31.094560034997034,155.2142244772986,286.74635814889336
2016-02-26,228.58684404172413,31.24368134031145,155.2142244772986,286.74635814889336
2016-02-27,227.78672957131414,31.55120882635293,155.2142244772986,286.74635814889336
2016-02-28,227.31119506799797,31.608540797519957,155.2142244772986,286.74635814889336
2016-02-29,226.61459754916174,31.755100888545034,155.2142244772986,286.74635814889336
2016-03-01,226.34635635597087,31.98213487811633,155.2142244772986,286.74635814889336
2016-03-02,226.43940464570926,31.874870133715245,155.2142244772986,286.74635814889336
2016-03-03,226.3247688805007,31.9351856985399,155.2142244772986,286.74635814889336
2016-03-04,225.50768735486685,32.02577957914463,155.2142244772986,286.74635814889336
