Cluster,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI
0,54.62348563988241,103.29392244878704,12.127153024142405,23.08331664157693,24.388477647032175,22.09411157284699,1.3347568268569066,12.08402764054961,33.27075311327176,121.65331650760724
1,160.25400722051884,226.81724893237606,54.32753959200712,56.036622785898395,83.13150151531994,33.833326415010426,1.8679872575235197,16.98568794896964,41.31595210174855,275.0054528631644
2,75.71467605142078,121.85028278005223,32.388460867647716,83.72953017136757,64.96144335400538,23.112872455567768,32.552710164809355,80.94229759743854,43.80648012519689,202.96769300667526
