Datetime,AQI
2021-02-10,170.8503937007874
2021-02-11,176.33333333333334
2021-02-12,176.38235294117646
2021-02-13,172.78625954198472
2021-02-14,176.1908396946565
2021-02-15,170.88888888888889
2021-02-16,167.453125
2021-02-17,146.54761904761904
2021-02-18,157.85185185185185
2021-02-19,145.4
2021-02-20,139.92125984251967
2021-02-21,143.11475409836066
2021-02-22,157.41463414634146
2021-02-23,151.98496240601503
2021-02-24,160.8984375
2021-02-25,156.10687022900763
2021-02-26,138.27480916030535
2021-02-27,133.0650406504065
2021-02-28,136.08527131782947
2021-03-01,128.45384615384614
2021-03-02,120.62121212121212
2021-03-03,127.73134328358209
2021-03-04,156.78740157480314
2021-03-05,144.22137404580153
2021-03-06,129.7111111111111
2021-03-07,147.63779527559055
2021-03-08,134.07874015748033
2021-03-09,149.5793650793651
2021-03-10,133.48387096774192
2021-03-11,142.87603305785123
2021-03-12,128.43307086614172
2021-03-13,114.46511627906976
2021-03-14,117.17213114754098
2021-03-15,125.38524590163935
2021-03-16,146.00806451612902
2021-03-17,178.9236641221374
2021-03-18,181.04651162790697
2021-03-19,162.7
2021-03-20,146.392
2021-03-21,154.6328125
2021-03-22,146.41935483870967
2021-03-23,148.664
2021-03-24,133.64285714285714
2021-03-25,126.24031007751938
2021-03-26,123.93129770992367
2021-03-27,144.1203007518797
2021-03-28,155.41353383458647
2021-03-29,154.3230769230769
2021-03-30,141.2537313432836
2021-03-31,146.87022900763358
2021-04-01,135.0077519379845
2021-04-02,130.28682170542635
2021-04-03,129.1492537313433
2021-04-04,129.51111111111112
2021-04-05,139.99236641221373
2021-04-06,152.09230769230768
2021-04-07,149.93893129770993
2021-04-08,126.41984732824427
2021-04-09,122.26315789473684
2021-04-10,122.848
2021-04-11,124.06299212598425
2021-04-12,130.35714285714286
2021-04-13,133.36290322580646
2021-04-14,129.096
2021-04-15,125.24409448818898
2021-04-16,131.34615384615384
2021-04-17,105.825
2021-04-18,105.18939393939394
2021-04-19,116.45161290322581
2021-04-20,121.11538461538461
2021-04-21,103.29230769230769
2021-04-22,96.56153846153846
2021-04-23,101.265625
2021-04-24,101.109375
2021-04-25,106.88372093023256
2021-04-26,127.98387096774194
2021-04-27,146.00787401574803
2021-04-28,155.9296875
2021-04-29,133.6936936936937
2021-04-30,141.47863247863248
2021-05-01,138.95833333333334
2021-05-02,113.54918032786885
2021-05-03,125.49137931034483
2021-05-04,104.55284552845528
2021-05-05,97.5530303030303
2021-05-06,96.1328125
2021-05-07,83.88
2021-05-08,88.35433070866142
2021-05-09,95.616
2021-05-10,84.28813559322033
2021-05-11,87.0701754385965
2021-05-12,81.22131147540983
2021-05-13,77.2280701754386
2021-05-14,80.42622950819673
2021-05-15,93.41666666666667
2021-05-16,98.08695652173913
2021-05-17,94.21621621621621
2021-05-18,75.8
2021-05-19,62.76068376068376
2021-05-20,56.86206896551724
2021-05-21,72.64566929133858
2021-05-22,71.22047244094489
2021-05-23,117.0859375
2021-05-24,99.73170731707317
2021-05-25,100.88372093023256
2021-05-26,94.44615384615385
2021-05-27,96.87301587301587
2021-05-28,81.3
2021-05-29,79.24
2021-05-30,79.96694214876032
2021-05-31,84.47368421052632
2021-06-01,79.77477477477477
2021-06-02,77.85833333333333
2021-06-03,80.02380952380952
2021-06-04,90.68253968253968
2021-06-05,77.77049180327869
2021-06-06,79.44067796610169
2021-06-07,88.58730158730158
2021-06-08,104.2442748091603
2021-06-09,122.16535433070867
2021-06-10,104.43548387096774
2021-06-11,83.80165289256199
2021-06-12,83.28571428571429
2021-06-13,61.79824561403509
2021-06-14,69.13559322033899
2021-06-15,71.62595419847328
2021-06-16,71.72868217054264
2021-06-17,72.6046511627907
2021-06-18,70.13385826771653
2021-06-19,64.76
2021-06-20,66.4469696969697
2021-06-21,79.8015873015873
2021-06-22,99.76335877862596
2021-06-23,118.18840579710145
2021-06-24,91.98518518518519
2021-06-25,91.01526717557252
2021-06-26,82.4453781512605
2021-06-27,81.796875
2021-06-28,89.06201550387597
2021-06-29,100.24603174603175
2021-06-30,107.02290076335878
2021-07-01,122.75187969924812
2021-07-02,113.1590909090909
2021-07-03,87.78787878787878
2021-07-04,80.55555555555556
2021-07-05,88.66929133858268
2021-07-06,96.75187969924812
2021-07-07,98.73684210526316
2021-07-08,92.9
2021-07-09,77.88636363636364
2021-07-10,74.25563909774436
2021-07-11,69.01515151515152
2021-07-12,62.42857142857143
2021-07-13,56.47727272727273
2021-07-14,55.70229007633588
2021-07-15,55.13235294117647
2021-07-16,59.58461538461538
2021-07-17,66.9624060150376
2021-07-18,62.96268656716418
2021-07-19,50.32539682539682
2021-07-20,54.46511627906977
2021-07-21,54.5531914893617
2021-07-22,60.2
2021-07-23,58.6
2021-07-24,59.7536231884058
2021-07-25,59.41538461538462
2021-07-26,56.61068702290076
2021-07-27,58.65384615384615
2021-07-28,53.744360902255636
2021-07-29,49.97810218978102
2021-07-30,48.350746268656714
2021-07-31,48.65909090909091
2021-08-01,53.68181818181818
2021-08-02,56.090225563909776
2021-08-03,58.286764705882355
2021-08-04,55.79577464788732
2021-08-05,58.492753623188406
2021-08-06,64.50714285714285
2021-08-07,66.80281690140845
2021-08-08,61.57664233576642
2021-08-09,60.89208633093525
2021-08-10,68.44776119402985
2021-08-11,78.05035971223022
2021-08-12,76.02142857142857
2021-08-13,78.0381679389313
2021-08-14,72.06666666666666
2021-08-15,72.94029850746269
2021-08-16,73.23880597014926
2021-08-17,82.02919708029196
2021-08-18,77.13953488372093
2021-08-19,78.84962406015038
2021-08-20,66.81481481481481
2021-08-21,49.916666666666664
2021-08-22,53.296875
2021-08-23,56.11290322580645
2021-08-24,64.58461538461539
2021-08-25,69.73134328358209
2021-08-26,81.71851851851852
2021-08-27,84.90225563909775
2021-08-28,81.7279411764706
2021-08-29,70.59677419354838
2021-08-30,59.83739837398374
2021-08-31,53.37301587301587
2021-09-01,53.59230769230769
2021-09-02,53.583333333333336
2021-09-03,56.02255639097744
2021-09-04,56.11450381679389
2021-09-05,58.13846153846154
2021-09-06,66.53125
2021-09-07,61.69172932330827
2021-09-08,52.42962962962963
2021-09-09,52.345588235294116
2021-09-10,54.78195488721804
2021-09-11,52.223076923076924
2021-09-12,49.78030303030303
2021-09-13,55.59848484848485
2021-09-14,53.94776119402985
2021-09-15,55.140625
2021-09-16,59.34615384615385
2021-09-17,56.41860465116279
